,Unnamed: 0,reviews,polarity,tags
19,19,outward journey ba245 london buenos aires club world 10 january 2023 experience poor beginning end although reserved seats 11f 12j another passenger occupying 11f crew made attempt address problem eventually persuaded passenger move occupy designated seat 11d boarded punctually offered drinks asked drink crew member said late blamed seating problem crew member began taking orders dinner write gave minutes safety briefing asked us repeat orders later hot flannels smelled musty felt old ragged one crew wondered aloud whether companion related soup cold told served flasks explanation excuse coffee weak tasted like instant granules companion initially served bread roll dinner breakfast menu stated selection rolls pastries choice companion given dried fruit pastry would chosen bread roll although previously asked offered supplied seat small bottles water ran return journey ba244 buenos aires london heathrow world traveller plus 26 january 2023 huge contrast warm welcome boarding crew professionalism throughout poor reflection club world service experience world traveller plus much better kinder weighed advantages flat bed considerable price difference worth paying catalogue errors inconveniences outlined,0.012878787878787884,Positive
20,20,check agent lhr helpful friendly flight crew seat comfortable good leg room however food poor barely better economy class poor quality limited selection wine flight entertainment selections limited far inferior ba used offer overall premium economy product disappointing poor value money,0.011011904761904797,Positive
21,21,disappointing book ba fly day return flight 6pm 28 1 23 cancelled replaced flight 9pm took 1 2 hour late meaning arrived gatwick well midnight onward transport connections pay 70 taxi home plus seats really snug 5 7 knees hitting seat front ba trading name customer service reliability deteriorated ryanair better aircraft take slots,0.12000000000000002,Positive
22,22,excellent service ground board first class product might leading edge service around entire experience well worth cost ticket concorde room heathrow well managed great place relax prior trip flight slightly delayed heathrow arrived schedule johannesburg,0.31190476190476196,Positive
23,23,good lounge cape town time departure drinks high quality sound dinner service breakfast reasonable arrival lounge good showers cold,0.26,Positive
24,24,really excellent journey lounge overcrowded late afternoon plenty edible food easy boarding new club world suites great compared last travelled year ago food drink back previous standards choice individual wines rather bland blends courses served individually cut glass china beef cheek really tasty surprisingly good soup crew excellent good choice movies breakfast good night sleep fruits etc first manage full english offered arrival time could want quite gulf standards overall ba seems eventually got business class back standard,0.256198347107438,Positive
25,25,flight one worst ever life wanted pamper bought business class looking forward new experience mention chaos changing gates several times things may happen surprised lack attention passengers flight delayed almost 3 hours even though staff offered vouchers idea get told 10 minutes use boarding already begun firstly see anyone voucher secondly even got able use finally got airport another waiting 30 minutes cross check meantime told due problems load food flight without food board food offered given everyone plane small bag nuts business class passenger offered drinks business class contained 3 small glasses juice received apology compensation company disgraceful cheap service expensive price,-0.05275974025974026,Negative
26,26,seems race bottom amongst airlines even check ba requires submission documents covid restrictions however form start submission process hopelessly broken clicking submit form hangs forever error message given tried three different browsers three different devices hang means check online select seat tried using chat bot 30 minutes clicking try thought donated enough time ba,-0.1,Negative
27,27,spanish born individual living england using british airways 3 decades multiple times year 12th january 2023 booked flight son go alicante however informed 17th january 2023 doctors unable fly due elbow operation result decided give ticket daughter calling customer service team british airways make change 18th january 2023 took enquiry call seemed speech delay call presented small bit difficulty however also struggled understand support staff member top delay requesting change name one tickets daughters name told within policy would need cancel ticket rebook encouraged divide booking son two different booking reference numbers accepted asked would like cancel booking insisted would need know total refund lucky ask check informed would roughly 9 00 total cost booking 394 64 comes 197 32 per passenger leaving refund total less 3 value purchase despite seat abandoned according ba policy entitled simple change name less 3 refund even buying ticket right back phone probably money worth week ago,0.04812925170068027,Positive
28,28,rather empty quiet flight tel aviv friendly cabin crew due emptiness flight entire row allowed work easily much space required unfortunately upon landing breaks overheated wait fire crew cool delayed us otherwise overall excellent flight ba part first time flown flight actually taken correct time,0.12083333333333333,Positive
29,29,easy check staff member polite helpful made specific point acknowledging loyalty ba security london fast galleries north fine showers good organised flight boarding plane fine good crew new club world product wife damaged storage area otherwise ok take good drinks food service well run slept well time arrival found new seat design harder sleep,0.35328282828282825,Positive
30,30,silver flyer booking flight ba dublin would thought could use lounge even though ba used air lingus flight travelled recently situation allowed kind gentleman desk even though said gold really accommodating big deal two ladies desk like empathy saying guy let word come ba booked flight made fly air lingus let use lounge silver flier,0.32,Positive
31,31,find ba incredibly tacky constantly looking ways get money customers travelled using major airlines whole life although know sounds silly 4 hour flight major airline expect form beverage snack curtesy port charge phone pay insane prices luggage inflight entertainment aircraft snug challenged pay drink inflight entertainment told short haul fight sisters met cairo hour half flight flew egyptair somehow received luggage allowance drinks food inflight entertainment well usb port charge phones ba realise stands budget airline staff great got money much,0.05075757575757578,Positive
32,32,flew atl lhr 8th jan 2023 unlucky enough board 23 year old 777 refit gave decent ife screen seat looked decent although combine ife cheap nasty earbuds movie ruined headrest great pity little padding used seat wife uncomfortable leg room general poor especially passengers keep seat reclined start finish zero room aircraft tired rubber spacers falling silicone sealer falling apart toilets toilet seats old stained rubber arm rest hanging post take drinks snacks offered meal sent couple hours poor chicken cubes reminded dog food mashed potatoes purified within inch life stale rock hard roll salad rice carrots dried crackers cheese kids meal sad tiny leaf salad enough dressing refloat shipwreck coffee creamer given kids meal snack decent adults bagel cheese egg hot tasty kids snack green wrap spinach onions poor mix food ba service grunt crammed seat 7 hours landing remote stand enduring bus terminal ba opinion terrible flight disappointing one great member cabin crew everything else average,-0.13825757575757577,Negative
33,33,great thing british airways a380 economy section upstairs get allows small stowage cupboards window seats despite old a380 looked tired inside broken side stowage seat reclined uncontrollably slow react ife food supposed christmas dinner 3 wafer thin bits dry turkey 4 cooked sprouts cubed potatoes poor taste quality mousse desert great though slight issue snack meal ordered childs option marked regular meal arrived well exactly asked crew member told difference sticker box staff ok couple decent mostly ok overall ba seems tad cheap days great sit upstairs enjoyment ended seemed bit dull like ba average airline,0.06920289855072463,Positive
34,34,staff friendly plane cold shivering gave light blankets enough meals basic entertainment basic luggage delayed today day 6 ba staff phone say call 72 hours tracking system vague extract information staff arrived vancouver jan 2nd offered collect baggage vague answer call airport asked ba phone number yvr said phone number call call main airport policy states make claim 21 days,-0.06583333333333333,Negative
35,35,probably worst business class experience ever airline issues required purchase seats international club world business class made known ticket purchase process cost additional 600 single leg lhr lax family four given strange business class seating layout ba a380s leaving seat selection change could disastrous family ridiculously long boarding times even small aircraft vie lhr leg boarding time a320 50 minutes long leading delayed departure urgency part staff speed boarding times severe overcrowding boarding area satellite c terminal 5 heathrow boarding staff would allow passengers enter roped queue area boarding idea crowding extreme overall boarding area far small a380 believe satellite designed built first a380s delivered online check advance flights appears completely broken urged repeatedly ba website via email text upload covid documents even though end 2022 covid documents required travel filled basic contact information website upload covid documentation informed several hours later covid documents verified received another text message urging upload covid documentation vie lhr leg shop ba com page one directed attempting connect wifi plane indicated ridiculously incorrect remaining flight times six hours four hours landing ba lounges club europe club world heathrow often seriously overcrowded furniture carpeting finishes clubs worn dirty said food lounges pretty good quality food quality ba lounges heathrow may redeeming thing airline onboard food beverage service far average international business class terrible one might say lhr lax leg pre meal beverage service mid flight beverage services unlike business class offerings airlines taking meal order flight attendants beginning flight meals brought haphazardly shortly take chicken fish type meal selection similar economy class coffee tea service meals food quality poor pre landing snack ploughman lunch downright disgusting beverage bar set galley areas beverages available passengers flight standard international business class offerings even bottles water seemed hidden away requiring one ask flight attendants water comment bizarre seating layout a380 others rightly panned awkwardness extremely poor design seating seats 6 2 long stated ba website found seats short 6 2 height priority luggage tags followed baggage delivery,-0.10683831672203765,Negative
36,36,definitely recommended especially business class seats ridiculous small food mediocre good luck internet even pay full internet entire flight service however great attendant saved crying know designed aircraft expensive business class order move middle seat go bathroom must rudely climb person legs sitting aisle seat seat like enclosed tiny cubicle storage space unfortunately traveled british airways business class least 4 times within last 4 months never unless choice way business class lounge south heathrow cattle pen,-0.043859649122807015,Negative
37,37,ba shuttle service across uk still surprisingly good product compared ba long haul always get best comments times reasonable priced works well fresh crews queues long distances walk know still offer covid style bottle water snack stretching cup tea snack would great add service currently line sky cafe fiddly work get connected short trips,0.32222222222222224,Positive
38,38,must admit like many others tend avoid ba long haul possible due many poor reviews first ride ba a380 day exception say aircraft immaculate economy seat really comfortable ife work interesting anyway got map screenshot lunch poor quality plenty nice white wine alcoholic drinks made cabin crew pleasant poor grooming lets skirts trouser suits long sleeves short jackets waistcoat cardigans time could done better think baggage delivery really quick summing well still coming back ba yet maybe old charm return soon,0.1305555555555556,Positive
39,39,ba update business class cabin 8 across 777 much travelling facing backwards cabin staff pass food trays across front passengers paying business class fares pay reserve specific seat antiquated idea cabin staff fine food acceptable check ok business lounge breakfast acceptable lack space seating area small screen disfunctional entertainment equipment disappointing step reclining passengers feet attractive,0.15238095238095242,Positive
40,40,paid 200 day flight upgrade economy premium economy checkin could find booking little wait rang someone explains upgrade get deleted system checkin agent sees took 5 minutes resolve seat nice enough stowage pocket front bit small food reasonably nice shame bathroom way back economy bit queue ife system good selection mediocre worst part flight cpt remote stand bussed passport control quickly took absolute age get luggage ruined would otherwise reasonable flight upgrade worth 200 maybe 300 long flight offers 2000 whatever premium economy comedy pricing score luggage fiasco would 7 8 10 luggage fiasco rate 4 10,0.059114583333333325,Positive
41,41,ba website work weirdly deleted flight upcoming flights day departure chaos cape town airport hundreds queuing computers chaos gate queue management premium passengers nice new a350 smart new club suite champagne warm cabin crew said impossible serve cold true air france manage disappointing meal wine served late food finished time arrives cheese ice cold tasteless champagne white wine fridge used cheese good ife system mediocre film selection disappointing breakfast overall 3 10 flew air france business month way better sad become ba,-0.11148268398268397,Negative
42,42,absolutely terrible experience british airways short flight london heathrow frankfurt get suitcase time next flight cathay pacific melbourne despite 3 hour gap two flights told would arrange suitcase transferred directly melbourne instead got hong kong left finally tracked sent back london happened christmas stressful yet minimal communication team plane crew may lovely service outside nothing short dreadful given option avoid flying future,-0.10714285714285714,Negative
43,43,ancouver delhi via london booked fly vancouver new delhi via london heathrow dec 22nd received email dec 20th informing us industrial action uk called find may impact travel representative kind scared us possibly stranded travel offered us full refund called confirm options offer solutions asked cancel tickets told us cancellation fee booked new tickets another airline double cost trip urgent simultaneously told us longer cancel tickets system promised us make happen told us would get full refund processed cancellation 5 hours later emailed us tickets cancelled suggested cancel new tickets found another airline lost 1000 cancelling new tickets representative claimed never said services available asked us worrying industrial action arrangements made issues new information never given us kept british airway tickets next day asked speak manager report misguided whole situation never heard back manager logged check 15 hours take found van lhr flight cancelled due bad weather vancouver receive emails airport airline change called ba asked rearrangements flight offered rebooking additional 700 1000 per person price difference dates offered 7 days original flight supposed leave additionally cancel rest flights could reach since first flight cancelled pay 1000 cancellation fee get refund frustrated overall experience accommodations accountability wanted charge us service changes possible phone 1 5 hours flights could booked getting sold customer service person would take 15 20 minutes real search question option asked frustrating experience lost time money ruined holidays completely demanded speak manager want take accountability team gave us small discount cancellation fee total phone 2 days back forth without resolutions felt misguided misinformed unfair policies towards customers feel taken care pay price misinformation flights cancel trouble spent christmas without family missed urgent reasons travelling,0.042550505050505054,Positive
44,44,old a320 narrow pitch flight perfectly time constant announcements cockpit friendly staff free chips water quick luggage delivery t5,0.2869047619047619,Positive
45,45,another ba shambles started well excellent check first t5 mid afternoon avoided early morning evening scrum concorde lounge excellent service great choice cocktails wine etc food ok bit overcooked pretty reasonable called boarding gate chaos people jostling position get plane people children 5 called 8 people first bankrolling flight well 5 get told none lights first dimmed lights night like detained interrogated excellent wine champagne selection dinner menu handed prawn cocktail start please loaded one 8 people guy 1a got bet felt like lottery ok beef wellington basically freezing slice beef lettuce mains curry substituted christmas dinner going maldives get away christmas ended short ribs inedible salad starter water offered bread roll eat basically husband spent 20 000 2 return seats blinded lights left starving apologies watch ba virgin start flying direct october always rest laurels treat customers like idiots,0.2944444444444445,Positive
46,46,ba cancelled flight home heathrow dec 19th face sensible weather iceland appalling however acceptable flight cancelled 4 hours take time time already struggling dreadful driving conditions get airport got nowhere near conditions became bad taken advice would spared everyone need try travel roads ended closed booked onto flight 21st downgraded sins checked today type cancelled flight 20th despite road keflavík closed check things help ba offered really,-0.21666666666666667,Negative
47,47,ba cancelled flight home last flight day heathrow tried push onto another flight london city 3 hours later car heathrow want try cross london late night public transport luggage especially rail strikes announced around time book flight home lufthansa cost 500 economy seat least got home heathrow another terminal friday night could get home family still news refund 500 2 months shame flying ba used pleasurable experience ba cancelled moved one leg every journey booked year regrettably use airlines much better reliability customer service,-0.012499999999999997,Negative
48,48,urned 3 5 hours advance terminal 5 london heathrow already carnage 100s people trying check 5 desks manned long queues security due 4 lines open people stressed pushing shouting flight delayed 2 hours according pilot delay due suitcases needing loaded missed connecting flight doha 12 hours wait til next one received voucher approx 6 whole day arrived 1 day later suitcase arrive filed claim desk 5 days update information offer compensation solution offer spoilt holiday many personal belongings gone xmas gifts missing extensive expenses know reimbursed beware ba expect low level zero customer service old planes zero help anything goes wrong missing personally avoid ba future costs,-0.023529411764705882,Negative
49,49,boarding gate lgw called group 1 board world traveller plus group 3 called anyone groups 2 6 whereupon everyone else surged forward numbered boarding groups use cabin crew treated passengers inconvenience moved plane one point passenger coming toilet crew member approached crew member pushed door closed pushing back toilet went past without even word acknowledgement stood aside let past service final row six wt total 48 seats lunch meal brought last people served unusual back row seats came us vegetarian option left 3 menu options cabin steward said given 48 wt meals second hot meal served landed server got us last vegetarian option left asked might possible commence serving second meal back front choice least one meal said thought food inedible vegetarian cannelloni pasta thick uncooked neither us could eat bread roll crispy like toast bottom half soft top half thing could eat baby bel meal snacks consisted 2 biscuit pack shortbread pretty basic drinks ran red wine 4 hours 11 hour flight toilets toilet accessible directly wt section walk halfway plane economy reach shared toilet flew virgin atlantic 2 months equivalent premium economy much better organised boarding sparkling wine orange boarding water orange ba food options available even last row seats better food proper glasses cups drinks dedicated toilet access help snacks helpful service cabin crew looking fly ba virgin future,0.05304878048780488,Positive
50,50,missing baggage customer service worst ever experienced arrived back phoenix sunday evening air tags showed bags arrived monday took three days finally delivered understood due delays caused freezing fog london luggage make onto final flight filled required form phoenix airport attempted fill one online received message saying bags already reported missing enter tracking code sent via email email received made phone calls daily told message sent hear back within 24 hours finally email tracking number received tuesday night went online tracking number wednesday requested provide information given form airport luggage finally delivered thursday afternoon,-0.02499999999999999,Negative
51,51,british airways flag carrier used check staff club europe area display premium service provide good overall service galleries south lounge busy food good good array salads pasta bread hot food available festive turkey ham pie particularly good flight delayed lhr busy tuesday evening boarding process stressful due lack queue management system majority passengers congregating around gate despite ba using group system board took almost 1hr board 240 passengers flight good good club meal service bar service good seems ba done away champagne board also lounge menu handed prior departure good food offering length flight food good beef cheek served vegetables chosen ba always excelled catering changed seat standard economy seat table middle seat club europe standard practice ba seat comfortable limited leg room cabin clean presentable tidy issues a321 featured wi fi contains good landing page flight information access speedbird cafe menu access ba com good pricing strategy wither messaging streaming also overall airline still good world player clear improvements needed ground staff cabin manager good crew club display expected behaviours business class kept touching face making eye contact passengers seemed uninterested like want,0.3631324404761904,Positive
52,52,stupidly tried ba five year gap paid 7000 wife go barbados thought new business class layout might rival virgin atlantic route six months ago ba announced switching planes old antique push pull layout late reorganise holiday logistics sure enough suffered appallingly uncomfortable flights room eight seats across worn fittings inedible food surly fas,-0.12337662337662336,Negative
53,53,seat horribly narrow 3 4 3 777 thankfully flight quarter full able stretch food beverage service good great proper beer cup froth overflows cabin crew good booked ba ticket included travel qatar airways well,0.4071428571428571,Positive
54,54,glasgow london delayed 1 hour wife accept ba flight late delayed rarely time long accept disappointed planning ahead high risk delays connecting another airline oneworld extremely risky,-0.1275,Negative
55,55,tried check online offered upgrade premium economy 300 decided take website allow choose seats check phoned ba happy call picked quickly told changed booking check airport turned three hours flight told two adjacent aisle seats economy switched middle seats row four premium check agent helpful fix suggested try ba desk airside desk understaffed reach front line told try boarding gate gate finally managed get one aisle seat one window sitting together going flight surprisingly good decent food good service flew back economy bad either flight attendants friendly enthusiastic emma daniel looked us could better obviously learned lesson late ba upgrades everything else good,0.2583333333333334,Positive
56,56,flew prague lhr excellent service attentive staff first drink service meal service choice three meals later second drink service reality excellent flight couple days later flew back lhr prague boarding lhr t5 total chaos onboard service really called service curtain business economy class later caused people endlessly passing get toilet meal service could get unprofessional 5 rows took two guys nearly 30 mins serve constantly interrupted people passing toilets time yet know meal choice one bothers talking served afternoon tea consisting three canapes like bites drink would bother serving also scone hardly 5 mins plates taken away asked scone came surprise served co ordination crew crew busy chatting galley reality service could get worse one must ask pay premium price,0.12222222222222226,Positive
57,57,disappointing especially business service ancient one world lounges catastrophe heathrow business class seat similar economy electronics poor onboard,-0.25,Negative
58,58,outbound return flights offered decent meal received tiny bag chips small bottle water outraged us return flight even order food drink card reader function first last time fly ba,0.009523809523809521,Positive
59,59,flying warsaw one day meetings would flying back miami next day initially flight delayed denver 3 hours knew would miss connection warsaw denver heathrow flight terrible plane dirty economy usually fly business premium economy flight availability plane 2 3 full service good food inedible seats cramped although middle seat open made tolerable arrived heathrow complete circus passengers everywhere trying rebook missed connections flight multiple flights missed connections waiting line hour finally rebooked another ba flight warsaw plane smallest 3x3 plane seen packed like sardines bag never showed cancel meeting bag fly back miami ba shown desire help give standard answers hopefully bag show miami point retrieve mean bag sitting heathrow somewhere 6 different fight options get warsaw yet ba unwilling anything expedite getting bag warsaw leave miami next day,0.04407894736842105,Positive
60,60,booked ba holiday marrakech posting negative review regarding double tier points credit confirm points credited took ba eventually make good promise thank based things resolved travelled ba since booked travel south africa first class 2nd january looking forward new ba concorde lounge keep ba loyalty indeed 2way street,0.13106060606060604,Positive
61,61,extremely sub par service highlights online meal selection staff pretty much dropped whatever meal rude passenger wanted changed last meal delayed last 40 minutes flight plates literally grabbed away hand unfinished plate staff dropped apology offer napkin scrounge piece paper clean jacket none passengers told straighten seats meal seat tilted could barely keep plate tray without things slipping staff walked water biscuits got exhausted got looked walked away nothing offered,-0.0058333333333333345,Negative
62,62,virtually gave british airways three years ago writing avios opting airlines return flights heathrow lisbon week good aircraft pretty much full service excellent food surprisingly good particular shout flight attendant called jo teams back enthusiastic attentive going start spending avios,0.39696969696969703,Positive
63,63,pleasantly surprised airline could maintain steady schedule little delay considering time year weather flight montreal return flight scotland originally booked fly toronto airline helped cancel rebooked cheaper flight inflight service pretty decent andthey offer blanket pillow well walk cabin offering drinks handing small snack prior leading meal service food typical air plane food thoroughly enjoyed flight issues flights,0.15946969696969696,Positive
64,64,british airways late website atrocious let check 24 hours flight trying 6 hours check website find real person speak customer service thick accent think speaking english,-0.18333333333333335,Negative
65,65,flew amman london nov 14 2022 sure type aircraft ticket economy plus flight 5h35m received exactly 250ml water 10 potato chips seats recline entertainment system food drink purchased even get warm cup coffee teas third time flown ba recently unhappy time write review honestly never fly help,0.05833333333333335,Positive
66,66,worst experience ever airline flew british airline august 21st 2022 one checked bag lost heathrow airport aware time system error baggage belt many travelers affected filed report missing bag day arrived lax airport august 21st waited patiently three weeks time frame either find bag eligible compensation receive update lost bag filed claim compensation september 11th since waiting response customer relation good signs resolving issue emailed tried update claim still response today contacted baggage team helpful ease prolonged waiting way contact customer relations via website even getting back every time talk customer service agent tell wait waiting almost three months issue resolved yet whole experience hassle unprofessional renowned airline like ba,0.045,Positive
67,67,flying lhr t5 cpt november 2022 ba app website working properly would load ticket lhr t5 smooth calm checking process quick boarding card would scan security gave one someone else different destination ran back checkin get correct one bags also tagged incorrectly disappeared someone ran find bags depths t5 retag amazingly show cape town told main lounge open b c pier lounges turns false information b pier lounge open main lounge overcrowded worn arrived late gate train working biz class lane quick giant queue get plane one airbridge two seat comfy cabin clean sinks taped waste working offered hand sanitiser instead disgusting imagine going bathroom able wash hands sink unbelievable ba dispatches planes condition food average wine served way late choice wine cold food eat food first matching wines come quarter hour later overall experience 2 10 flew air france fortalaza cdg lhr two weeks earlier way better embarrassing ba,0.021264367816091954,Positive
68,68,worst experience ever outbound flight cancelled notified rebooked uncomfortable trip inbound flight delayed 1 hour also notified top boarded hand luggage bag extra wait milan food horrible,-0.4,Negative
69,69,check shambles bwi 3 counters open full flight bag drop queue even longer regular check queue boarding done zones carried reasonably well board fas fine engaging outbound flight iad aircraft cramped seats economy horrible seated aisle seat row f entertainment box taking third legroom overall cramped seat poor legroom awful ife screens meal mediocre bar service meal time lading served hot sandwich oozing cheese wrapper pleasant handle tasted good plane landed remote stand meant bussed t5 since raining nice experience overall rate mediocre journey,0.007894736842105265,Positive
70,70,beyond disgusted fact baggage yet delivered 5 weeks emails calls ba two pieces reported 29th september ba responses generic non specific attempts speak customer service worker obstructed airline touting values claiming yo one best world disgraceful fully describe customer service,0.0,Neutral
71,71,july 19th 2022 submitted complaint form regards fact ba misplaced luggage wedding trip italy lost 2 days incurred additional expenses retrieving provided copy receipts requested expenses reimbursed agreed sent requested information told 2 weeks receiving 4 months later british airways processed reimbursements stopped answering follow ups matter,-0.125,Negative
72,72,booked flight oct 8 cancel flight day learning get entry visa time flight receive confirmation email says flight canceled cancellation email booking reference number different one requested cancellation ba canceled another person flight sent confirmation email assumed flight canceled 3 weeks still received refund reached turned flight still getting even ridiculous try reach ba tried multiple different ways phone calls emails none able investigate actually happened authority help cancel flight without paying penalty based experience ones reads email carefully matter much context put given experienced zero faith british airways,0.10666666666666669,Positive
73,73,london gibraltar 25th october 2022 booked flight several months ahead travel rather disappointed experience ba attempt nickle dime customers outrageous seat selection prices offering small bottle water nutribar breakfast one gains impression ba aim positioned late a320 inflight entertainment route map staff disappeared flight flight punctual felt cheated whelmed experience,-0.45999999999999996,Negative
74,74,generally loyal gold status flyer ba fly route recent flight nairobi abysmal get departed 10 20 continuous delays finally left 4 5 hours late ideal got 8hr flight staff informed us virtually took meal drinks service would started completed asap needed get rest hours delayed get away quickly enough basically last saw came around hour landing sincerely hope enjoyed rest pay full fare business class service actually expect service extremely miserable clearly want board still waiting pay compensation awarded us official ombudsman july cancellation flight miami march cancelled 3am 2 30 pm flight,0.15595238095238098,Positive
75,75,great flight suites aircraft really provide maximum comfort british returned full service meals coursed menus hot towels provided etc food quite good choices provided meals service ok prefer person serving rather hodge pudge preference entertainment good connectivity real complaints except minor one tray table seemed far eating closest position actually felt like true business class qatar standards another story,0.31538461538461543,Positive
76,76,happy say flight quite good except second rate euro business seating everything well done friendly informative cabin crew served good hot breakfast communicative folks nervous heathrow transit well done unfortunately bus gate used upon arrival,0.3321428571428572,Positive
